audit_id,anonymous_system_id,analysis_config,router_family,base_model,escalation_model,memory_mode,ticket_id,gold_label,parse_error_present,validation_error_present,generation_valid,escalated,total_cost_usd,latency_ms
AUDIT-0168,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2740,Miscellaneous,False,False,True,True,0.0041919999999999995,4041.749371215701
AUDIT-0169,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,2848,Purchase,False,False,True,False,0.0006159999999999999,1734.9795189220458
AUDIT-0170,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3036,HR Support,False,False,True,True,0.004087,4157.543759094551
AUDIT-0171,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3154,Miscellaneous,False,False,True,False,0.0006385,2164.059642003849
AUDIT-0172,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3155,Access,False,False,True,False,0.000639,1977.1929590497166
AUDIT-0173,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3380,Storage,False,False,True,False,0.000587,1462.449864950031
AUDIT-0174,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3487,Purchase,True,False,True,False,0.0006165,1811.5920131094754
AUDIT-0175,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3611,Hardware,True,False,True,False,0.0006915000000000001,1837.6540399622172
AUDIT-0176,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3765,Administrative rights,False,False,True,False,0.0006685000000000001,1820.0868230778724
AUDIT-0177,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,3889,HR Support,False,False,True,False,0.000626,1810.0495841354132
AUDIT-0178,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4005,Purchase,False,False,True,False,0.00057,1520.1286538504064
AUDIT-0179,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4073,Miscellaneous,True,False,True,False,0.0007605,2628.941958071664
AUDIT-0180,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4181,Access,False,False,True,False,0.0006155,1816.2857911083847
AUDIT-0181,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4390,Administrative rights,False,False,True,False,0.000604,1406.7382339853793
AUDIT-0182,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4407,Purchase,False,False,True,False,0.000647,2191.502172034234
AUDIT-0183,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4556,Internal Project,False,False,True,True,0.004047,4349.084016866982
AUDIT-0184,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4954,Miscellaneous,True,False,True,False,0.000673,1780.6335838977247
AUDIT-0185,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,4977,Internal Project,False,False,True,False,0.000649,1898.8825271371752
AUDIT-0186,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5030,HR Support,False,False,True,False,0.0006464999999999999,1720.8736177999526
AUDIT-0187,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5071,Access,False,False,True,True,0.0043585,3800.6440040189773
AUDIT-0188,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5181,Miscellaneous,False,False,True,False,0.0006815,2308.7190319783986
AUDIT-0189,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5191,Internal Project,False,False,True,False,0.0006650000000000001,2036.0876841004938
AUDIT-0190,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5207,HR Support,True,False,True,False,0.0006274999999999999,1791.1889690440148
AUDIT-0191,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5435,Internal Project,False,False,True,False,0.000659,2059.259884059429
AUDIT-0192,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5630,Storage,False,False,True,False,0.000608,1792.1190839260817
AUDIT-0193,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5797,HR Support,False,False,True,True,0.004672,4088.9141189400107
AUDIT-0194,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5887,HR Support,False,False,True,False,0.000727,2664.180252002552
AUDIT-0195,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5912,Purchase,False,False,True,False,0.0006230000000000001,1996.0412390064448
AUDIT-0196,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,5996,Storage,False,False,True,False,0.000628,2048.560864990577
AUDIT-0197,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6057,Administrative rights,False,False,True,False,0.0006165000000000001,1568.7321010045707
AUDIT-0198,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6138,Administrative rights,False,False,True,False,0.0006055,1672.6293968968093
AUDIT-0199,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6184,Administrative rights,False,False,True,False,0.0006090000000000001,1650.8065429516137
AUDIT-0200,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6195,Storage,True,False,True,False,0.000693,2496.062124148011
AUDIT-0201,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6459,Access,False,False,True,False,0.0005855,1613.124943105504
AUDIT-0202,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6543,Access,False,False,True,False,0.0006145,2275.161091936752
AUDIT-0203,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6721,Access,False,False,True,False,0.0006205000000000001,1564.0791549813002
AUDIT-0204,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6826,Administrative rights,False,False,True,False,0.0005939999999999999,1415.3635539114475
AUDIT-0205,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6847,Hardware,False,False,True,True,0.0038425,3810.971030034125
AUDIT-0206,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,6900,Purchase,False,False,True,False,0.0006324999999999999,1787.378906039521
AUDIT-0207,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7137,Miscellaneous,False,False,True,False,0.0006585,2061.646174872294
AUDIT-0208,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7167,Purchase,False,False,True,False,0.0006525,2065.1233980897814
AUDIT-0209,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7196,Access,False,False,True,False,0.0006405,1982.6812259852886
AUDIT-0210,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7239,Hardware,False,False,True,False,0.000637,2025.7291018497199
AUDIT-0211,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7278,Hardware,False,False,True,False,0.0006145,2044.631700962782
AUDIT-0212,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7478,Access,False,False,True,False,0.000621,1882.927794009447
AUDIT-0213,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7503,Hardware,False,False,True,False,0.0006435,1735.0511869881302
AUDIT-0214,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7528,HR Support,False,False,True,False,0.0006230000000000001,1775.7795138750225
AUDIT-0215,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,7971,Hardware,False,False,True,False,0.000696,1996.8979300465435
AUDIT-0216,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8005,Hardware,False,False,True,False,0.0006985000000000001,1984.0127329807729
AUDIT-0217,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8558,Miscellaneous,False,False,True,False,0.000641,2267.6879160571843
AUDIT-0218,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8607,Storage,True,False,True,False,0.0006590000000000001,2017.4254479352385
AUDIT-0219,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8674,Miscellaneous,True,False,True,False,0.0006410000000000001,1868.6567840632051
AUDIT-0220,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8705,Hardware,False,False,True,True,0.0036090000000000002,3000.7599249947816
AUDIT-0221,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,8923,Purchase,False,False,True,False,0.0005995,1525.4613610450178
AUDIT-0222,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9002,HR Support,False,False,True,False,0.0006315,1743.4334978461266
AUDIT-0223,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9149,Internal Project,False,False,True,False,0.0006315,1586.2283408641815
AUDIT-0224,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9394,Purchase,False,False,True,False,0.000629,1966.2016399670392
AUDIT-0225,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9542,Purchase,False,False,True,False,0.0006325,1897.7653328329325
AUDIT-0226,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9596,Miscellaneous,False,False,True,False,0.0006335000000000001,1631.1489059589803
AUDIT-0227,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9885,Storage,False,False,True,False,0.0006,1740.843443898484
AUDIT-0228,System C,slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,slm_dominant,slm1,llm2,rag_bm25,9976,Access,False,False,True,False,0.0005035,1569.6990140713751
AUDIT-0229,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,17,Purchase,False,False,True,False,0.0007553000000000001,1259.76955704391
AUDIT-0230,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,194,Storage,False,False,True,False,0.0006272000000000001,1210.6960299424827
AUDIT-0231,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,525,Hardware,False,False,True,True,0.0044552,3114.6965250372887
AUDIT-0232,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,538,Storage,False,False,True,False,0.0006621999999999999,1219.7039921302348
AUDIT-0233,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,731,Miscellaneous,False,False,True,False,0.0006853,1042.2902090940624
AUDIT-0234,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,789,Internal Project,False,False,True,False,0.0006713,1012.3996350448579
AUDIT-0235,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,820,Purchase,False,False,True,False,0.0006587,1208.7146639823914
AUDIT-0236,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2064,HR Support,False,False,True,False,0.000679,1083.6529901716858
AUDIT-0237,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2088,Internal Project,False,False,True,False,0.0007042,1084.918315988034
AUDIT-0238,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2144,Hardware,False,False,True,False,0.0006818,1048.6017900984734
AUDIT-0239,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2250,Access,False,False,True,False,0.0006881,1060.675309970975
AUDIT-0240,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2288,Hardware,False,False,True,True,0.0041513999999999995,3418.0355488788337
AUDIT-0241,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2530,Hardware,False,False,True,False,0.0007161,1018.7873700633645
AUDIT-0242,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2620,Internal Project,False,False,True,False,0.0006446999999999999,931.5428810659796
AUDIT-0243,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2703,Hardware,False,False,True,False,0.0007063,1100.8335091173649
AUDIT-0244,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2740,Miscellaneous,False,False,True,True,0.0042285,3067.6107110921293
AUDIT-0245,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,2848,Purchase,False,False,True,False,0.0006727,1426.7456561792642
AUDIT-0246,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3036,HR Support,False,False,True,True,0.0041303,3072.349629132077
AUDIT-0247,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3154,Miscellaneous,False,False,True,False,0.0006475000000000001,1074.0319530013949
AUDIT-0248,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3155,Access,False,False,True,False,0.0006992999999999999,1124.9233989510685
AUDIT-0249,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3380,Storage,False,False,True,False,0.0006706,1308.4831819869578
AUDIT-0250,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3487,Purchase,False,False,True,False,0.0006545,1164.909872924909
AUDIT-0251,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3611,Hardware,False,False,True,False,0.0007273,1135.2903118822724
AUDIT-0252,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3765,Administrative rights,False,False,True,False,0.0007287,1169.751649023965
AUDIT-0253,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,3889,HR Support,False,False,True,False,0.0006496,1009.8817499820143
AUDIT-0254,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4005,Purchase,False,False,True,False,0.0006342,1247.845167061314
AUDIT-0255,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4073,Miscellaneous,False,False,True,False,0.0007601999999999999,1218.4456349350512
AUDIT-0256,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4181,Access,False,False,True,False,0.0006460999999999999,1098.528177011758
AUDIT-0257,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4390,Administrative rights,False,False,True,False,0.0006916,1188.5474910959601
AUDIT-0258,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4407,Purchase,False,False,True,False,0.0006601,1273.5597139690071
AUDIT-0259,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4556,Internal Project,False,False,True,True,0.0041117,2752.8105420060456
AUDIT-0260,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4954,Miscellaneous,False,False,True,False,0.0007273000000000001,1102.0448100753129
AUDIT-0261,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,4977,Internal Project,False,False,True,False,0.0006733999999999999,1068.7441730406135
AUDIT-0262,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5030,HR Support,False,False,True,False,0.0007133,1236.1260398756713
AUDIT-0263,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5071,Access,False,False,True,True,0.004419800000000001,3012.0292210485786
AUDIT-0264,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5181,Miscellaneous,False,False,True,False,0.0006818,997.1970890183002
AUDIT-0265,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5191,Internal Project,False,False,True,False,0.0007336,1728.693899931386
AUDIT-0266,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5207,HR Support,False,False,True,False,0.0006594,1004.7256799880415
AUDIT-0267,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5435,Internal Project,False,False,True,False,0.0006734,1392.2899370081723
AUDIT-0268,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5630,Storage,False,False,True,False,0.0006439999999999999,1061.8082750588655
AUDIT-0269,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5797,HR Support,False,False,True,True,0.0047347000000000005,3191.6748909279704
AUDIT-0270,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5887,HR Support,False,False,True,False,0.0007007,1046.1531050968915
AUDIT-0271,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5912,Purchase,False,False,True,False,0.0006692000000000001,1345.1111188624054
AUDIT-0272,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,5996,Storage,False,False,True,False,0.0006481999999999999,1224.7696639969945
AUDIT-0273,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6057,Administrative rights,False,False,True,False,0.0006748,1121.9363899435848
AUDIT-0274,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6138,Administrative rights,False,False,True,False,0.0006636,1250.159105984494
AUDIT-0275,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6184,Administrative rights,False,False,True,True,0.0035313000000000002,2780.017114011571
AUDIT-0276,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6195,Storage,False,False,True,False,0.000658,1084.3682130798697
AUDIT-0277,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6459,Access,False,False,True,False,0.0006531000000000001,1507.0084061007947
AUDIT-0278,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6543,Access,False,False,True,False,0.000609,998.7505280878395
AUDIT-0279,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6721,Access,False,False,True,False,0.0006846,1357.5960788875818
AUDIT-0280,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6826,Administrative rights,False,False,True,False,0.000658,1127.997110132128
AUDIT-0281,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6847,Hardware,False,False,True,True,0.003884,2945.586681133136
AUDIT-0282,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,6900,Purchase,False,False,True,False,0.000658,1080.127923982218
AUDIT-0283,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7137,Miscellaneous,False,False,True,False,0.0006713,1115.8888801001012
AUDIT-0284,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7167,Purchase,False,False,True,False,0.0006741,1195.1414900831878
AUDIT-0285,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7196,Access,False,False,True,False,0.0006601,1205.1493721082807
AUDIT-0286,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7239,Hardware,False,False,True,False,0.0006629,1200.9545520413667
AUDIT-0287,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7278,Hardware,False,False,True,False,0.0006363,1356.5259668976068
AUDIT-0288,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7478,Access,False,False,True,False,0.000644,1346.4863400440663
AUDIT-0289,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7503,Hardware,False,False,True,False,0.0007049,1234.3599828891456
AUDIT-0290,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7528,HR Support,False,False,True,False,0.0006586999999999999,1059.5093970187008
AUDIT-0291,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,7971,Hardware,False,False,True,False,0.0007147,1064.7298921830952
AUDIT-0292,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8005,Hardware,False,False,True,False,0.0007245,1101.7957981675863
AUDIT-0293,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8558,Miscellaneous,False,False,True,False,0.0006307000000000001,1064.5648951176554
AUDIT-0294,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8607,Storage,False,False,True,False,0.0006986,1330.700728110969
AUDIT-0295,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8674,Miscellaneous,False,False,True,False,0.0006881,1306.0493329539895
AUDIT-0296,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8705,Hardware,False,False,True,False,0.0006684999999999999,994.4041380658746
AUDIT-0297,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,8923,Purchase,False,False,True,False,0.000637,1077.0004300866276
AUDIT-0298,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9002,HR Support,False,False,True,False,0.0006866999999999999,1162.006544182077
AUDIT-0299,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9149,Internal Project,False,False,True,False,0.0006804000000000001,1274.1037621162832
AUDIT-0300,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9394,Purchase,False,False,True,False,0.0006608,1165.4374450445175
AUDIT-0301,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9542,Purchase,False,False,True,False,0.0006832,1242.0273581519723
AUDIT-0302,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9596,Miscellaneous,False,False,True,False,0.0007126,1299.4891910348088
AUDIT-0303,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9885,Storage,False,False,True,False,0.0006258,1020.0729889329523
AUDIT-0304,System E,slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,slm_dominant,slm2,llm2,rag_bm25,9976,Access,False,False,True,False,0.0005432,1070.235941791907
AUDIT-0305,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,17,Purchase,False,False,True,False,0.0006975,3955.372537020594
AUDIT-0306,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,194,Storage,False,False,True,False,0.000582,3448.292088927701
AUDIT-0307,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,525,Hardware,False,False,True,False,0.000755,3652.8459428809583
AUDIT-0308,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,538,Storage,False,False,True,False,0.000612,3552.5680480059236
AUDIT-0309,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,731,Miscellaneous,False,False,True,False,0.0006715000000000001,3878.946621902287
AUDIT-0310,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,789,Internal Project,False,False,True,False,0.0006295,3604.170792037621
AUDIT-0311,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,820,Purchase,False,False,True,False,0.000605,3528.6028860136867
AUDIT-0312,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,2064,HR Support,False,False,True,False,0.000636,3441.767774987966
AUDIT-0313,System A,slm_only__base_slm1__mem_rag_bm25,slm_only,slm1,,rag_bm25,2088,Internal Project,False,False,True,False,0.0006395000000000001,3404.773344984278
